Modelo,Total_Cup_Points,Prediccion
GradientBoosting,79.75,80.48689570736308
GradientBoosting,83.0,82.80865380323883
GradientBoosting,84.5,82.89858763837918
GradientBoosting,83.08,82.56112373237477
GradientBoosting,82.5,81.16212702044088
GradientBoosting,83.08,83.58213314317241
GradientBoosting,83.25,83.09387456437766
GradientBoosting,82.17,82.40806416251172
GradientBoosting,82.92,81.7747547860045
GradientBoosting,84.42,83.23496835246094
GradientBoosting,80.67,82.3862943060092
GradientBoosting,81.92,83.07834974598632
GradientBoosting,83.5,81.92444305088415
GradientBoosting,80.25,82.61385640366937
GradientBoosting,85.92,83.37373267385287
GradientBoosting,80.33,82.24511817610046
GradientBoosting,83.08,82.7480737948947
GradientBoosting,82.33,82.0862796836377
GradientBoosting,85.83,84.83909563396433
GradientBoosting,82.42,80.28698131598291
GradientBoosting,84.5,81.98531339687665
GradientBoosting,84.92,82.82374458001847
GradientBoosting,79.08,81.79143172433677
GradientBoosting,82.08,83.0133933923503
GradientBoosting,82.75,82.6964005488385
GradientBoosting,82.67,82.56012076473519
GradientBoosting,83.5,83.03548174603084
GradientBoosting,82.25,83.1638690141929
GradientBoosting,82.42,82.9664863773495
GradientBoosting,83.08,82.55224333544227
GradientBoosting,82.67,82.2599708370099
GradientBoosting,80.25,82.19613411422853
GradientBoosting,77.83,82.25441341336261
GradientBoosting,82.33,81.1220552846455
GradientBoosting,82.58,82.51811159016985
GradientBoosting,76.75,81.34182189031908
GradientBoosting,79.75,81.95134928470182
GradientBoosting,77.33,78.6579945351336
GradientBoosting,81.25,82.61385640366937
GradientBoosting,82.75,83.25548718213379
GradientBoosting,80.5,80.32949812107654
GradientBoosting,81.67,82.28194878103132
GradientBoosting,79.0,76.5425614837891
GradientBoosting,81.5,81.98214756632791
GradientBoosting,83.42,84.30048176892987
GradientBoosting,82.75,82.38932825208968
GradientBoosting,80.58,82.24069032858709
GradientBoosting,80.5,80.09979985524839
GradientBoosting,81.67,81.09405319399964
GradientBoosting,84.5,81.8857591844117
GradientBoosting,81.5,82.02705359981199
GradientBoosting,78.58,81.3923895465674
GradientBoosting,83.25,84.45330725589962
GradientBoosting,83.75,81.68156941631962
GradientBoosting,81.08,79.43359073868
GradientBoosting,84.25,80.83547166150713
GradientBoosting,81.83,81.29944994477631
GradientBoosting,83.75,82.00706082338226
GradientBoosting,84.67,81.16068752298203
GradientBoosting,81.67,82.00706082338226
GradientBoosting,83.5,83.19390642571418
GradientBoosting,82.92,83.4408886526132
GradientBoosting,82.75,81.62049300496584
GradientBoosting,80.25,82.00093101345249
GradientBoosting,82.42,82.46732667866607
GradientBoosting,83.75,80.54435912728681
GradientBoosting,84.25,83.57199258732149
GradientBoosting,82.25,81.8587501743576
GradientBoosting,81.92,82.81327925677203
GradientBoosting,83.83,82.35101655062209
GradientBoosting,88.08,83.7813713101651
GradientBoosting,84.58,84.46895520895075
RandomForest,82.75,81.0419055627695
RandomForest,83.58,82.2242915638478
RandomForest,82.25,82.545539541325
RandomForest,80.83,82.1780510304161
RandomForest,79.67,81.4494661766188
RandomForest,81.08,81.7304252975864
RandomForest,83.08,83.10968444927876
RandomForest,82.67,82.24834132225389
RandomForest,81.67,82.34320994581815
RandomForest,85.33,83.45967855752633
RandomForest,82.25,82.34379362222619
RandomForest,79.92,81.15516381155926
RandomForest,82.33,80.61824973389676
RandomForest,83.17,82.46240288923944
RandomForest,81.25,82.14530956492179
RandomForest,86.08,83.8675134983447
RandomForest,85.5,81.98131833826845
RandomForest,82.33,82.14965226434627
RandomForest,82.42,81.52991818796785
RandomForest,83.5,83.13003625606416
RandomForest,83.25,80.99017365375491
RandomForest,81.17,83.01126667627977
RandomForest,80.67,81.3045847386517
RandomForest,85.0,83.29375961761703
RandomForest,83.08,83.82777721539527
RandomForest,83.92,81.62692922186075
RandomForest,78.58,81.54942803493634
RandomForest,84.17,79.57421470238094
RandomForest,81.83,82.27709354816596
RandomForest,83.58,83.6674498305918
RandomForest,76.5,82.38149822229468
RandomForest,83.42,82.21122208967792
RandomForest,82.08,84.5836663796087
RandomForest,81.83,81.67742650105203
RandomForest,82.67,81.8116074324825
RandomForest,85.58,82.95926075553896
RandomForest,81.42,83.42294483257236
RandomForest,82.17,82.06597661430446
RandomForest,83.17,83.27057562963053
RandomForest,83.0,83.38773282752001
RandomForest,85.33,83.83696211353227
RandomForest,81.58,83.37398606149269
RandomForest,83.75,80.25190169146823
RandomForest,82.5,81.3207267690859
RandomForest,79.5,80.65853862779144
RandomForest,80.08,81.51360358300707
RandomForest,80.67,81.64834402184705
RandomForest,84.25,83.20925092865353
RandomForest,80.83,81.48623206915788
RandomForest,81.5,82.86180077040672
RandomForest,84.25,82.59418917279442
RandomForest,82.83,83.17477900003053
RandomForest,79.83,77.64290184523809
RandomForest,80.42,81.30509266529623
RandomForest,83.0,83.07080693878866
RandomForest,87.08,86.88542717636413
RandomForest,81.08,81.54192286944667
RandomForest,75.17,79.77910150793649
RandomForest,82.5,80.87281964551826
RandomForest,86.0,82.66865054066176
RandomForest,82.67,82.94912621621245
RandomForest,86.08,82.4477485777731
RandomForest,84.25,84.01546564244423
RandomForest,79.33,83.05965120889819
RandomForest,82.0,82.62599566372596
RandomForest,84.33,83.32842101555235
RandomForest,81.92,81.49165940482798
RandomForest,82.0,83.21926011592996
RandomForest,83.5,79.97191437180871
RandomForest,82.58,80.20032316750114
RandomForest,82.08,83.94326738833993
RandomForest,79.92,79.62417052062641
RandomForest,83.92,81.22823997251882
RandomForest,82.92,82.02234684572998
RandomForest,81.5,81.58828859652877
RandomForest,81.42,82.80767129435345
RandomForest,80.17,81.38801012505493
RandomForest,80.25,82.72032791914829
RandomForest,83.08,80.5576740476191
RandomForest,81.83,83.11515663430488
RandomForest,81.17,80.46181561575929
RandomForest,83.25,79.21730636904765
RandomForest,81.0,82.88230786084603
RandomForest,81.83,82.35354467331946
RandomForest,86.42,83.3012215673498
RandomForest,82.33,80.18628818891057
RandomForest,74.92,79.41800907619728
RandomForest,82.67,83.95225308883904
RandomForest,85.33,84.63049329365086
RandomForest,82.0,83.01769503738863
RandomForest,82.42,84.17548113237004
RandomForest,79.67,80.60478986607144
RandomForest,82.75,83.59391587542378
RandomForest,83.33,83.07080693878866
RandomForest,83.83,81.27790060767344
RandomForest,84.08,82.06135859899457
RandomForest,81.83,82.12476203844238
RandomForest,84.0,83.16022306679204
RandomForest,83.25,82.95195221715872
RandomForest,84.0,81.83787197429734
RandomForest,84.83,81.72805427813952
RandomForest,81.0,82.85650353986289
RandomForest,84.0,82.68428911876047
RandomForest,83.25,82.4670770585245
RandomForest,84.13,82.16052295906134
RandomForest,81.75,82.08355871116504
RandomForest,82.67,82.5535173753673
RandomForest,83.33,83.66886406826846
RandomForest,84.25,82.76261715633395
RandomForest,83.33,82.53524224157438
RandomForest,84.0,82.19239324404758
RandomForest,82.83,81.495511309808
RandomForest,82.33,82.97931110517824
RandomForest,85.83,83.10172193975994
RandomForest,76.33,80.93541884653229
RandomForest,82.33,81.03802844349995
RandomForest,82.75,83.04513760903315
RandomForest,75.5,80.01828249999998
RandomForest,82.67,81.39267178141759
RandomForest,81.83,82.29852416861443
RandomForest,83.0,83.08587250762069
RandomForest,81.08,80.80804638777875
RandomForest,86.0,84.12430711092514
RandomForest,83.17,82.22909359137628
RandomForest,83.17,83.06562703643061
RandomForest,82.92,83.17859424519436
RandomForest,85.17,82.3972732403248
RandomForest,80.67,82.90103691056682
RandomForest,84.75,82.6029196541214
RandomForest,84.0,81.02304856110058
RandomForest,80.75,82.85624666772902
RandomForest,80.58,81.92752110141926
RandomForest,74.0,78.66850592352091
RandomForest,82.25,82.59670045991842
RandomForest,82.0,79.14971923374766
RandomForest,82.33,82.15436110100671
RandomForest,84.67,82.89365232730415
RandomForest,83.42,83.04815096631968
RandomForest,83.83,83.3676766563592
RandomForest,82.08,79.29547368445982
RandomForest,80.58,83.07080693878866
RandomForest,83.17,82.41084825674103
RandomForest,79.75,81.16964646805587
RandomForest,80.25,79.27996815476187
RandomForest,80.92,81.20613472642347
RandomForest,80.0,80.28982729424985
RandomForest,79.42,79.63301268433183
RandomForest,86.58,82.36457875356479
RandomForest,82.83,81.5243770390647
RandomForest,83.0,82.0675747492251
RandomForest,86.5,82.85489027722225
RandomForest,83.67,83.25992038084419
RandomForest,83.83,81.63027769857268
RandomForest,83.33,83.4681974070861
RandomForest,84.17,85.75151779761907
RandomForest,85.42,83.52928119047615
RandomForest,82.92,79.73784259653593
RandomForest,84.08,83.4475368452381
RandomForest,83.5,81.9409764445349
RandomForest,81.5,81.25648517496111
RandomForest,78.75,78.66788148809528
RandomForest,83.92,81.3628161084424
RandomForest,82.0,82.22909359137628
RandomForest,83.58,82.81798635104013
RandomForest,82.92,83.68692979981365
RandomForest,86.0,84.14924891111441
RandomForest,84.92,82.21892896851197
RandomForest,84.58,82.67365538955282
RandomForest,83.17,82.49981540908915
RandomForest,82.0,81.77924773600667
RandomForest,81.67,81.94366711721004
RandomForest,84.17,81.86305441832495
RandomForest,82.17,83.14674446370731
RandomForest,73.5,82.41363025213715
RandomForest,78.5,80.35949985327174
RandomForest,81.08,84.9208843849207
RandomForest,84.92,83.14657740023003
RandomForest,80.25,80.80673942367217
RandomForest,80.75,80.12745902586313
RandomForest,80.75,82.3386629923703
RandomForest,81.33,83.38773282752001
RandomForest,78.0,81.4876574809127
RandomForest,79.0,80.632127391826
RandomForest,83.58,83.70933448521757
RandomForest,82.0,82.81641388512901
RandomForest,83.42,82.01727472293987
RandomForest,84.17,81.92209991005025
RandomForest,78.75,82.781177211863
RandomForest,79.75,80.54814730527336
RandomForest,83.0,82.3934967508091
RandomForest,84.5,82.93173940810046
RandomForest,83.08,81.70887375396983
RandomForest,82.5,81.07461450171456
RandomForest,83.08,84.02630520352255
RandomForest,83.25,83.07447406731268
RandomForest,82.17,82.04399445726922
RandomForest,82.92,81.93810177858266
RandomForest,84.42,83.63814035362567
RandomForest,80.67,82.81226334581906
RandomForest,81.92,82.41926181892302
RandomForest,83.5,82.18566978023527
RandomForest,80.25,82.02940246591912
RandomForest,85.92,83.27948789762186
RandomForest,80.33,82.1719310288091
RandomForest,83.08,82.38067879173116
RandomForest,82.33,82.4062993508393
RandomForest,85.83,85.57593026515151
RandomForest,82.42,80.48948519711087
RandomForest,84.5,82.28000576312063
RandomForest,84.92,82.65726648654105
RandomForest,79.08,82.41000713214568
RandomForest,82.08,82.71959273382849
RandomForest,82.75,80.63458834325398
RandomForest,82.67,82.74138191002585
RandomForest,83.5,82.90009009500758
RandomForest,82.25,84.11551577544577
RandomForest,82.42,82.99607305301886
RandomForest,83.08,82.53940112120834
RandomForest,82.67,81.94228909204699
RandomForest,80.25,82.0222140196713
RandomForest,77.83,82.59771293023847
RandomForest,82.33,81.45018938409272
RandomForest,82.58,82.40654429900535
RandomForest,76.75,81.52745028091871
RandomForest,79.75,81.86790109730907
RandomForest,77.33,78.45963636439944
RandomForest,81.25,82.07114651353817
RandomForest,82.75,82.19485848742097
RandomForest,80.5,81.2232896293464
RandomForest,81.67,82.7650252911368
RandomForest,79.0,79.40133840024379
RandomForest,81.5,82.08910978692862
RandomForest,83.42,84.3332859033064
RandomForest,82.75,82.67693669570762
RandomForest,80.58,81.70802760281899
RandomForest,80.5,79.88041272420632
RandomForest,81.67,81.37215110595879
RandomForest,84.5,82.18821574453446
RandomForest,81.5,80.96955798270194
RandomForest,78.58,81.81431200024774
RandomForest,83.25,84.56746466171373
RandomForest,83.75,81.39328267077498
RandomForest,81.08,79.05384112484737
RandomForest,84.25,80.08987612886382
RandomForest,81.83,79.88673762810248
RandomForest,83.75,82.08688482859017
RandomForest,84.67,80.77217510496084
RandomForest,81.67,82.08688482859017
RandomForest,83.5,82.93230352945017
RandomForest,82.92,83.95225308883904
RandomForest,82.75,82.16121058820528
RandomForest,80.25,81.94627460769802
RandomForest,82.42,82.39695259279641
RandomForest,83.75,80.28103945805783
RandomForest,84.25,83.66313825805992
RandomForest,82.25,81.56899869639037
RandomForest,81.92,82.41031022168735
RandomForest,83.83,82.45318228091215
RandomForest,88.08,84.69685458333338
RandomForest,84.58,84.34896258182262
