Species,Owner,Country.of.Origin,Region,Number.of.Bags,Bag.Weight,In.Country.Partner,Grading.Date,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Cupper.Points,Total.Cup.Points,Moisture,Category.One.Defects,Color,Category.Two.Defects,altitude_mean_meters,categoria_altitud,Nombre_Comercial,Puntaje_Real,Puntaje_Predicho,Clasificacion_Real,Clasificacion_Predicha,Acierto
Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,Other,1,10 kg,Blossom Valley International,"February 13th, 2017",Typica,Washed / Wet,7.25,7.25,7.0,7.08,7.0,7.0,10.0,82.58,0.11,0,Blue-Green,0,200.0,Baja (Arabica),Select Harvest CQI,82.58,81.64991540559284,Premium,Estándar,No
Arabica,bourbon specialty coffees,Brazil,Other,300,60 kg,Brazil Specialty Coffee Association,"December 28th, 2015",Bourbon,Natural / Dry,7.42,7.42,7.5,7.33,7.25,7.67,8.0,82.58,0.0,1,Green,2,1000.0,Media (Arabica),Origins BOU,82.58,82.67991463710727,Premium,Premium,Sí
Arabica,andry simarmata,Indonesia,Other,150,2 kg,Torch Coffee Lab Yunnan,"September 15th, 2015",Typica,Semi-Washed / Semi-Pulped,7.83,7.58,7.42,7.33,7.42,7.5,7.5,82.58,0.13,0,Blue-Green,6,1250.0,Media (Arabica),Mill AND,82.58,82.47997035939628,Premium,Estándar,No
Arabica,doi tung development project,Thailand,thailand,1,1 kg,Specialty Coffee Association,"June 9th, 2015",Caturra,Washed / Wet,7.75,7.33,7.42,7.67,7.42,7.5,7.5,82.58,0.12,0,Green,0,800.0,Baja (Arabica),Origins DOI,82.58,82.39969865628896,Premium,Estándar,No
Arabica,松澤宏樹 koju matsuzawa,Thailand,Other,50,20 kg,Specialty Coffee Institute of Asia,"February 15th, 2015",Caturra,Washed / Wet,7.42,7.58,7.58,7.42,7.58,7.5,7.5,82.58,0.12,0,Blue-Green,1,1450.0,Media (Arabica),Mill 松澤宏,82.58,82.58740332288365,Premium,Premium,Sí
Arabica,tembo coffee company ltd,"Tanzania, United Republic Of",Other,10,60 kg,Africa Fine Coffee Association,"December 12th, 2014",Other,Washed / Wet,7.75,7.42,7.33,7.5,7.58,7.5,7.5,82.58,0.12,0,Green,1,1317.0,Media (Arabica),Heritage TEM,82.58,81.98643377198114,Premium,Estándar,No
Arabica,kawacom uganda ltd,Uganda,Other,1,60 kg,Uganda Coffee Development Authority,"June 30th, 2014",SL14,Natural / Dry,7.83,7.5,7.42,7.58,7.42,7.42,7.42,82.58,0.12,0,Green,0,1650.0,Alta (Arabica),Mill KAW,82.58,84.27165427237877,Premium,Premium,Sí
Arabica,eric thormaehlen,Costa Rica,Other,250,1 kg,Specialty Coffee Association of Costa Rica,"May 9th, 2014",Catuai,Washed / Wet,7.67,7.42,7.5,7.67,7.0,7.75,7.58,82.58,0.11,0,Green,3,1300.0,Media (Arabica),Heritage ERI,82.58,82.83186135543693,Premium,Premium,Sí
Arabica,dane loraas,Mexico,veracruz,320,5 lbs,Specialty Coffee Association,"April 18th, 2014",Typica,Washed / Wet,7.58,7.58,7.42,7.75,7.67,7.67,7.58,82.58,0.0,0,Green,11,1250.0,Media (Arabica),Heritage DAN,82.58,81.4134384686054,Premium,Estándar,No
Arabica,brent hall,Guatemala,Other,1,2 kg,Specialty Coffee Association,"December 10th, 2013",Bourbon,Natural / Dry,7.5,7.58,7.42,7.58,7.42,7.58,7.5,82.58,0.0,0,Blue-Green,4,431.999136,Baja (Arabica),Select Harvest BRE,82.58,83.00083073546766,Premium,Premium,Sí
Arabica,exportadora de cafe condor s.a,Colombia,huila,250,70 kg,Almacafé,"April 16th, 2013",Caturra,Washed / Wet,7.75,7.25,7.33,7.42,7.5,7.83,7.5,82.58,0.11,0,Blue-Green,3,1750.0,Alta (Arabica),Heritage EXP,82.58,83.05381748865616,Premium,Premium,Sí
Arabica,exportadora de cafe condor s.a,Colombia,huila,250,70 kg,Almacafé,"October 9th, 2012",Caturra,Washed / Wet,7.75,7.5,7.75,7.25,7.33,7.58,7.42,82.58,0.11,0,Green,3,1750.0,Alta (Arabica),Heritage EXP,82.58,83.13470559126405,Premium,Premium,Sí
Arabica,exportadora de cafe condor s.a,Colombia,huila,250,70 kg,Almacafé,"February 27th, 2013",Caturra,Washed / Wet,7.58,7.5,7.42,7.58,7.67,7.42,7.42,82.58,0.11,0,Green,0,1750.0,Alta (Arabica),Heritage EXP,82.58,83.10005873991479,Premium,Premium,Sí
Arabica,guillermo rojas saldana,Mexico,Other,50,1 kg,AMECAFE,"September 4th, 2012",Typica,Washed / Wet,7.5,7.58,7.5,7.5,7.42,7.5,7.58,82.58,0.1,0,Green,6,1250.0,Media (Arabica),Private Reserve GUI,82.58,81.88334635329701,Premium,Estándar,No
Arabica,organizaciones de productores de cafe colimense,Mexico,Other,70,1 kg,AMECAFE,"July 2nd, 2012",Typica,Washed / Wet,7.67,7.58,7.58,7.75,7.67,6.83,7.5,82.58,0.12,0,Green,0,1150.0,Media (Arabica),Origins ORG,82.58,81.8815109574037,Premium,Estándar,No
Arabica,racafe & cia s.c.a,Colombia,huila,275,70 kg,Almacafé,"June 13th, 2012",Caturra,Washed / Wet,7.33,7.42,7.58,7.42,7.67,7.5,7.67,82.58,0.11,2,Green,2,1775.0,Alta (Arabica),Heritage RAC,82.58,82.93057895878434,Premium,Premium,Sí
Arabica,nucoffee,Brazil,south of minas,42,60 kg,NUCOFFEE,"October 28th, 2011",Mundo Novo,Natural / Dry,7.58,7.5,7.33,7.75,7.5,7.5,7.42,82.58,0.0,0,Green,4,975.0,Baja (Arabica),Heritage NUC,82.58,82.52902519995433,Premium,Premium,Sí
Arabica,ipanema coffees,Brazil,south of minas,320,60 kg,Brazil Specialty Coffee Association,"October 20th, 2017",Bourbon,Natural / Dry,7.5,7.5,7.5,7.5,7.58,7.5,7.42,82.5,0.11,0,Green,4,890.0,Baja (Arabica),Private Reserve IPA,82.5,82.59991069835688,Premium,Premium,Sí
Arabica,sanjava coffee,Indonesia,Other,2,1 kg,Specialty Coffee Association of Indonesia,"September 4th, 2017",Other,Washed / Wet,7.83,7.75,7.25,7.5,7.42,7.33,7.42,82.5,0.11,0,Green,5,1250.0,Media (Arabica),Select Harvest SAN,82.5,82.40006963996447,Premium,Estándar,No
Arabica,elsy reyes,Honduras,comayagua,275,69 kg,Instituto Hondureño del Café,"June 3rd, 2017",Caturra,Washed / Wet,7.58,7.58,7.33,7.5,7.5,7.5,7.5,82.5,0.1,0,Green,4,1400.0,Media (Arabica),Mill ELS,82.5,82.39979635743865,Premium,Estándar,No
Arabica,juan luis alvarado romero,Guatemala,oriente,50,69 kg,Asociacion Nacional Del Café,"March 16th, 2016",Bourbon,Washed / Wet,7.5,7.5,7.33,7.5,7.67,7.5,7.5,82.5,0.1,0,Green,2,371.61216,Baja (Arabica),Mill JUA,82.5,82.39334351182515,Premium,Estándar,No
Arabica,doi tung development project,Thailand,thailand,1,1 kg,Specialty Coffee Association,"June 9th, 2015",Caturra,Washed / Wet,7.5,7.83,7.5,7.75,7.33,7.42,7.83,82.5,0.12,0,Green,0,800.0,Baja (Arabica),Origins DOI,82.5,82.39969865628896,Premium,Estándar,No
Arabica,松澤宏樹 koju matsuzawa,Thailand,Other,50,20 kg,Specialty Coffee Institute of Asia,"February 15th, 2015",Caturra,Washed / Wet,7.33,7.5,7.5,7.5,7.67,7.5,7.5,82.5,0.11,0,Blue-Green,0,1450.0,Media (Arabica),Mill 松澤宏,82.5,82.76965725668299,Premium,Premium,Sí
Arabica,shah plantations,"Tanzania, United Republic Of",Other,37,60 kg,Africa Fine Coffee Association,"December 18th, 2014",Other,Washed / Wet,7.67,7.42,7.33,7.58,7.5,7.5,7.5,82.5,0.12,0,Green,1,1600.0,Alta (Arabica),Mill SHA,82.5,82.40016938014895,Premium,Estándar,No
Arabica,amkeni gourmet coffee group,"Tanzania, United Republic Of",Other,5,60 kg,Africa Fine Coffee Association,"December 12th, 2014",Other,Washed / Wet,7.75,7.0,7.42,7.58,7.58,7.58,7.58,82.5,0.12,0,Blue-Green,3,1600.0,Alta (Arabica),Select Harvest AMK,82.5,82.40859644613539,Premium,Estándar,No
Arabica,lusso lab,Mexico,chiapas,2,2 kg,Specialty Coffee Association,"April 14th, 2014",Other,Washed / Wet,7.42,7.58,7.5,7.67,7.25,7.5,7.58,82.5,0.0,0,Green,1,1600.0,Alta (Arabica),Mill LUS,82.5,82.59978076939116,Premium,Premium,Sí
Arabica,ipanema coffees,Brazil,south of minas,69,60 kg,Specialty Coffee Association,"January 14th, 2014",Yellow Bourbon,Semi-Washed / Semi-Pulped,7.42,7.5,7.67,7.33,7.42,7.67,7.5,82.5,0.11,0,Blue-Green,0,1260.0,Media (Arabica),Private Reserve IPA,82.5,83.12015888046693,Premium,Premium,Sí
Arabica,juan luis alvarado romero,Guatemala,oriente,250,69 kg,Asociacion Nacional Del Café,"May 30th, 2013",Bourbon,Washed / Wet,7.83,7.42,7.33,7.67,7.42,7.5,7.33,82.5,0.12,0,Green,4,399.4830720000001,Baja (Arabica),Mill JUA,82.5,81.58522938628123,Premium,Estándar,No
Arabica,exportadora de cafe condor s.a,Colombia,huila,250,70 kg,Almacafé,"May 7th, 2013",Caturra,Washed / Wet,7.5,7.5,7.42,7.42,7.58,7.58,7.5,82.5,0.11,0,Green,1,1750.0,Alta (Arabica),Heritage EXP,82.5,83.13111757525243,Premium,Premium,Sí
Arabica,juan luis alvarado romero,Guatemala,oriente,250,69 kg,Asociacion Nacional Del Café,"February 26th, 2013",Bourbon,Washed / Wet,7.83,7.67,7.17,7.33,7.5,7.67,7.33,82.5,0.11,0,Green,0,399.4830720000001,Baja (Arabica),Mill JUA,82.5,82.5482824947272,Premium,Premium,Sí
Arabica,saul m. hernandez ramirez,Mexico,Other,10,1 kg,AMECAFE,"September 27th, 2012",Typica,Washed / Wet,7.5,7.58,7.5,7.5,7.42,7.42,7.58,82.5,0.13,0,Green,10,1679.0,Alta (Arabica),Origins SAU,82.5,81.5897343130244,Premium,Estándar,No
Arabica,enrique mitre lopez,Mexico,Other,10,1 kg,AMECAFE,"July 26th, 2012",Typica,Washed / Wet,7.67,7.5,7.33,7.67,7.5,7.33,7.5,82.5,0.12,0,Green,5,1100.0,Media (Arabica),Select Harvest ENR,82.5,81.72384831428415,Premium,Estándar,No
Arabica,enrique eduardo lopez aguilar,Mexico,la concordia,28,1 kg,AMECAFE,"June 7th, 2012",Typica,Semi-Washed / Semi-Pulped,7.92,7.5,7.33,7.58,7.25,7.42,7.5,82.5,0.11,0,Green,2,1650.0,Alta (Arabica),Origins ENR,82.5,82.6004593981973,Premium,Premium,Sí
Arabica,juan luis alvarado romero,Guatemala,oriente,275,1 kg,Asociacion Nacional Del Café,"March 26th, 2012",Caturra,Natural / Dry,7.67,7.33,7.33,7.33,7.5,7.83,7.5,82.5,0.11,0,Green,5,431.999136,Baja (Arabica),Mill JUA,82.5,82.52049583609079,Premium,Premium,Sí
Arabica,jacques pereira carneiro,Brazil,Other,300,60 kg,NUCOFFEE,"March 16th, 2012",Bourbon,Semi-Washed / Semi-Pulped,7.67,7.42,7.33,7.67,7.5,7.5,7.42,82.5,0.0,0,Blue-Green,4,1250.0,Media (Arabica),Select Harvest JAC,82.5,82.60014324743993,Premium,Premium,Sí
Arabica,racafe & cia s.c.a,Colombia,huila,275,70 kg,Almacafé,"March 5th, 2012",Caturra,Washed / Wet,7.67,7.5,7.33,7.5,7.25,7.67,7.58,82.5,0.11,1,Green,3,1775.0,Alta (Arabica),Heritage RAC,82.5,83.05360561575773,Premium,Premium,Sí
Arabica,kona pacific farmers cooperative,United States (Hawaii),kona,7,100 lbs,Specialty Coffee Association,"February 23rd, 2012",Hawaiian Kona,Washed / Wet,7.33,7.42,7.33,7.75,7.42,7.67,7.58,82.5,0.12,2,Green,3,157.93516800000003,Baja (Arabica),Private Reserve KON,82.5,81.2163319400033,Premium,Estándar,No
Arabica,adam kline,Guatemala,huehuetenango,245,1,Specialty Coffee Association,"July 23rd, 2010",Bourbon,Washed / Wet,7.75,7.58,7.67,7.67,7.58,7.58,7.33,82.5,0.01,1,Green,14,1600.0,Alta (Arabica),Select Harvest ADA,82.5,82.33003014087349,Premium,Estándar,No
Arabica,brian beck,Honduras,Other,1,2 kg,Specialty Coffee Association,"September 27th, 2017",Other,Washed / Wet,7.42,7.67,7.17,7.58,7.58,7.5,7.5,82.42,0.12,0,Green,6,1500.0,Alta (Arabica),Mill BRI,82.42,81.9180534784693,Estándar,Estándar,Sí
Arabica,juan luis alvarado romero,Guatemala,san marcos,50,69 kg,Asociacion Nacional Del Café,"September 8th, 2017",Bourbon,Washed / Wet,7.58,7.5,7.33,7.75,7.33,7.5,7.42,82.42,0.1,0,Green,2,1700.0,Alta (Arabica),Mill JUA,82.42,82.51962899668163,Estándar,Premium,No
Arabica,juan luis alvarado romero,Guatemala,san marcos,50,69 kg,Asociacion Nacional Del Café,"June 1st, 2017",Bourbon,Washed / Wet,7.67,7.58,7.25,7.67,7.42,7.33,7.5,82.42,0.12,0,Green,0,1700.0,Alta (Arabica),Mill JUA,82.42,82.31995249141696,Estándar,Estándar,Sí
Arabica,juan luis alvarado romero,Guatemala,Other,20,69 kg,Asociacion Nacional Del Café,"June 1st, 2017",Bourbon,Washed / Wet,7.58,7.5,7.25,7.67,7.5,7.5,7.42,82.42,0.12,0,Green,0,48.12377472000001,Baja (Arabica),Mill JUA,82.42,82.85035175826344,Estándar,Premium,No
Arabica,juan luis alvarado romero,Guatemala,santa rosa,275,69 kg,Asociacion Nacional Del Café,"January 20th, 2017",Caturra,Washed / Wet,7.5,7.42,7.08,7.75,7.67,7.5,7.5,82.42,0.11,0,Green,3,431.999136,Baja (Arabica),Mill JUA,82.42,82.36635487012623,Estándar,Estándar,Sí
Arabica,racafe & cia s.c.a,Colombia,Other,43,70 kg,Almacafé,"August 5th, 2016",Caturra,Washed / Wet,5.08,7.75,7.83,7.75,7.83,8.08,8.08,82.42,0.11,0,Green,1,1600.0,Alta (Arabica),Heritage RAC,82.42,83.03305284108598,Estándar,Premium,No
Arabica,yunnan coffee exchange,China,yunnan,3,60 kg,Yunnan Coffee Exchange,"April 6th, 2016",Catimor,Washed / Wet,7.67,7.42,7.42,7.5,7.42,7.42,7.58,82.42,0.1,0,Green,0,1600.0,Alta (Arabica),Private Reserve YUN,82.42,83.66098715065358,Estándar,Premium,No
Arabica,bourbon specialty coffees,Brazil,Other,300,60 kg,Brazil Specialty Coffee Association,"January 12th, 2016",Bourbon,Natural / Dry,7.42,7.5,7.33,7.5,7.25,7.42,8.0,82.42,0.11,0,Green,0,1000.0,Media (Arabica),Origins BOU,82.42,82.3631240060658,Estándar,Estándar,Sí
Arabica,gladness obed pallangyo,"Tanzania, United Republic Of",Other,10,60 kg,Africa Fine Coffee Association,"November 16th, 2015",Other,Washed / Wet,7.67,7.25,7.42,7.42,7.67,7.42,7.58,82.42,0.13,0,Green,7,2285.0,Premium (Arabica),Heritage GLA,82.42,82.68381566885537,Estándar,Premium,No
Arabica,ipanema coffees,Brazil,south of minas,320,2 kg,Brazil Specialty Coffee Association,"October 8th, 2015",Yellow Bourbon,Natural / Dry,7.17,7.83,7.33,7.5,7.75,7.42,7.42,82.42,0.0,0,Green,0,1.0,Baja (Arabica),Private Reserve IPA,82.42,82.25220756981413,Estándar,Estándar,Sí
Arabica,the coffee source inc.,Guatemala,Other,250,1 kg,Specialty Coffee Association of Costa Rica,"December 18th, 2014",Caturra,Washed / Wet,7.5,7.5,7.5,7.67,7.42,7.5,7.33,82.42,0.1,0,Green,0,1400.0,Media (Arabica),Origins THE,82.42,83.25124294237222,Estándar,Premium,No
Arabica,productos y servicios chilindron s.a. de c.v.,Mexico,Other,10,1 kg,AMECAFE,"August 14th, 2014",Typica,Washed / Wet,7.42,7.5,7.42,7.58,7.42,7.5,7.58,82.42,0.11,0,Green,0,1296.0,Media (Arabica),Mill PRO,82.42,82.06148246268556,Estándar,Estándar,Sí
Arabica,nucoffee,Brazil,south of minas,39,60 kg,NUCOFFEE,"May 8th, 2014",Catuai,Semi-Washed / Semi-Pulped,7.58,7.67,7.33,7.5,7.5,7.42,7.42,82.42,0.12,0,Blue-Green,1,1000.0,Media (Arabica),Heritage NUC,82.42,82.62784493791425,Estándar,Premium,No
Arabica,dane loraas,Peru,Other,320,5 lbs,Specialty Coffee Association,"January 21st, 2014",Caturra,Washed / Wet,7.58,7.58,7.58,7.75,7.5,7.58,7.5,82.42,0.0,0,Green,3,1300.0,Media (Arabica),Heritage DAN,82.42,83.15118658670691,Estándar,Premium,No
Arabica,ipanema coffees,Brazil,south of minas,220,60 kg,Specialty Coffee Association,"December 30th, 2013",Yellow Bourbon,Natural / Dry,7.25,7.33,7.25,7.5,7.42,7.5,8.17,82.42,0.0,0,Green,0,1260.0,Media (Arabica),Private Reserve IPA,82.42,82.8930383354125,Estándar,Premium,No
Arabica,manuel herrera juarez,Mexico,veracruz,10,1 kg,AMECAFE,"December 12th, 2013",Bourbon,Washed / Wet,7.5,7.58,7.5,7.92,7.42,7.67,7.5,82.42,0.12,0,Green,0,1170.0,Media (Arabica),Mill MAN,82.42,82.05792647593107,Estándar,Estándar,Sí
Arabica,brent hall,Honduras,Other,1,2 kg,Specialty Coffee Association,"December 10th, 2013",Caturra,Washed / Wet,7.25,7.67,7.42,7.17,7.75,7.5,7.67,82.42,0.09,0,Green,2,1400.0,Media (Arabica),Select Harvest BRE,82.42,82.24545488736086,Estándar,Estándar,Sí
Arabica,racafe & cia s.c.a,Colombia,huila,250,70 kg,Almacafé,"May 31st, 2013",Caturra,Washed / Wet,7.67,7.42,7.33,7.5,7.58,7.5,7.42,82.42,0.11,0,Green,9,1775.0,Alta (Arabica),Heritage RAC,82.42,82.65003153010983,Estándar,Premium,No
Arabica,nestor mendez gomez,Mexico,chiapas,49,1 kg,AMECAFE,"March 29th, 2013",Typica,Washed / Wet,7.5,7.42,7.42,7.67,7.42,7.58,7.42,82.42,0.12,0,Green,5,1560.0,Alta (Arabica),Private Reserve NES,82.42,81.62591762993152,Estándar,Estándar,Sí
Arabica,jesus salazar velasco,Mexico,Other,20,1 kg,AMECAFE,"September 11th, 2012",Typica,Semi-Washed / Semi-Pulped,7.42,7.58,7.5,7.42,7.58,7.5,7.42,82.42,0.13,0,Green,2,1400.0,Media (Arabica),Heritage JES,82.42,82.59088567941117,Estándar,Premium,No
Arabica,"el equimite, cafetal biodinámico",Mexico,coatepec,35,1 kg,AMECAFE,"September 10th, 2012",Typica,Washed / Wet,7.42,7.58,7.33,7.58,7.5,7.5,7.5,82.42,0.14,0,Green,9,1300.0,Media (Arabica),Origins EL ,82.42,80.84217160848786,Estándar,Estándar,Sí
Arabica,manuel herrera juarez,Mexico,Other,10,1 kg,AMECAFE,"August 31st, 2012",Caturra,Washed / Wet,7.75,7.33,7.25,7.58,7.58,7.33,7.58,82.42,0.13,0,Green,1,1170.0,Media (Arabica),Mill MAN,82.42,82.01699493959065,Estándar,Estándar,Sí
Arabica,dario cesar galeana sanchez,Mexico,Other,74,1 kg,AMECAFE,"July 25th, 2012",Typica,Washed / Wet,7.5,7.58,7.33,7.5,7.5,7.5,7.5,82.42,0.11,0,Green,0,1300.0,Media (Arabica),Heritage DAR,82.42,82.06412419862838,Estándar,Estándar,Sí
Arabica,jose daniel cobilt castro,Mexico,veracruz,26,1 kg,AMECAFE,"July 11th, 2012",Other,Washed / Wet,7.58,7.58,7.17,7.5,7.5,7.5,7.58,82.42,0.14,0,Green,6,1350.0,Media (Arabica),Select Harvest JOS,82.42,81.74660542566363,Estándar,Estándar,Sí
Arabica,alvaro quiros perez,Mexico,Other,10,1 kg,AMECAFE,"July 3rd, 2012",Caturra,Washed / Wet,7.58,7.33,7.33,7.58,7.5,7.5,7.58,82.42,0.11,0,Green,0,1150.0,Media (Arabica),Heritage ALV,82.42,82.31956219238987,Estándar,Estándar,Sí
Arabica,olivia hernandez virves,Mexico,Other,1,1 kg,AMECAFE,"June 6th, 2012",Bourbon,Washed / Wet,7.67,7.58,7.33,7.42,7.58,7.33,7.5,82.42,0.13,0,Green,4,1250.0,Media (Arabica),Select Harvest OLI,82.42,81.95469650405154,Estándar,Estándar,Sí
Arabica,finca las nieves,Mexico,Other,10,1 kg,AMECAFE,"April 9th, 2012",Typica,Washed / Wet,7.83,7.5,7.42,7.67,7.17,7.33,7.5,82.42,0.12,0,Blue-Green,0,1450.0,Media (Arabica),Mill FIN,82.42,82.51952171702663,Estándar,Premium,No
Arabica,carcafe ltda ci,Colombia,huila,250,70 kg,Almacafé,"January 31st, 2012",Caturra,Natural / Dry,7.67,7.33,7.25,7.42,7.5,7.67,7.58,82.42,0.0,0,Green,2,442.0,Baja (Arabica),Mill CAR,82.42,83.1566076161542,Estándar,Premium,No
Arabica,nucoffee,Brazil,south of minas,51,60 kg,NUCOFFEE,"January 23rd, 2012",Other,Natural / Dry,7.75,7.5,7.42,7.42,7.5,7.42,7.42,82.42,0.11,0,Blue-Green,2,1000.0,Media (Arabica),Heritage NUC,82.42,82.66447360269805,Estándar,Premium,No
Arabica,exportadora de cafe condor s.a,Colombia,huila,250,70 kg,Almacafé,"December 22nd, 2011",Caturra,Washed / Wet,7.33,7.58,7.17,7.58,7.42,7.58,7.75,82.42,0.0,0,Green,2,1750.0,Alta (Arabica),Heritage EXP,82.42,83.70022021755713,Estándar,Premium,No
Arabica,exportadora de cafe condor s.a,Colombia,huila,0,70 kg,Almacafé,"September 22nd, 2011",Caturra,Washed / Wet,7.58,7.25,7.42,7.25,7.58,7.83,7.5,82.42,0.02,0,Green,1,1750.0,Alta (Arabica),Heritage EXP,82.42,83.71950153202684,Estándar,Premium,No
Arabica,bismarck castro,Honduras,comayagua,275,69 kg,Instituto Hondureño del Café,"April 6th, 2017",Caturra,Washed / Wet,7.5,7.58,7.33,7.5,7.42,7.42,7.58,82.33,0.1,0,Green,8,1396.0,Media (Arabica),Heritage BIS,82.33,81.97579690017224,Estándar,Estándar,Sí
Arabica,pedro santos e silva,Brazil,cerrado,320,2 kg,Brazil Specialty Coffee Association,"February 9th, 2017",Catuai,Natural / Dry,7.33,7.5,7.5,7.33,7.5,7.5,7.67,82.33,0.11,0,Green,11,982.0,Baja (Arabica),Mill PED,82.33,81.67625773989036,Estándar,Estándar,Sí
Arabica,gabriel barbara,Brazil,cerrado,305,59 kg,Brazil Specialty Coffee Association,"October 13th, 2016",Bourbon,Natural / Dry,7.42,7.42,7.42,7.5,7.5,7.58,7.5,82.33,0.11,0,Green,14,1000.0,Media (Arabica),Private Reserve GAB,82.33,81.43009470511193,Estándar,Estándar,Sí
Arabica,ipanema coffees,Brazil,south of minas,320,60 kg,Brazil Specialty Coffee Association,"August 16th, 2016",Bourbon,Natural / Dry,7.5,7.5,7.42,7.5,7.42,7.5,7.5,82.33,0.11,0,Blue-Green,3,934.0,Baja (Arabica),Private Reserve IPA,82.33,82.82138643129694,Estándar,Premium,No
Arabica,"ceca, s.a.",Costa Rica,tarrazu,100,69 kg,Specialty Coffee Association of Costa Rica,"July 15th, 2016",Caturra,Washed / Wet,7.75,7.5,7.25,7.25,7.42,7.67,7.5,82.33,0.1,6,Blue-Green,3,1850.0,Premium (Arabica),Select Harvest CEC,82.33,82.23883238805003,Estándar,Estándar,Sí
Arabica,rodrigo soto,Costa Rica,tarrazu,130,69 kg,Specialty Coffee Association of Costa Rica,"May 17th, 2016",Catuai,Washed / Wet,7.75,7.33,7.5,7.5,7.33,7.58,7.33,82.33,0.0,0,Green,0,1550.0,Alta (Arabica),Select Harvest ROD,82.33,82.7541637106469,Estándar,Premium,No
Arabica,yunnan coffee exchange,China,Other,3,60 kg,Yunnan Coffee Exchange,"April 5th, 2016",Catimor,Pulped Natural / Honey,7.5,7.58,7.42,7.5,7.42,7.42,7.5,82.33,0.12,0,Green,2,1580.0,Alta (Arabica),Private Reserve YUN,82.33,82.83241922030349,Estándar,Premium,No
Arabica,ipanema coffees,Brazil,south of minas,12,2 kg,Specialty Coffee Association,"October 8th, 2015",Bourbon,Natural / Dry,8.25,7.83,7.25,8.33,8.17,8.08,7.75,82.33,0.07,0,Green,0,1268.0,Media (Arabica),Private Reserve IPA,82.33,83.14124060870277,Estándar,Premium,No
Arabica,bourbon specialty coffees,Brazil,Other,300,60 kg,Brazil Specialty Coffee Association,"April 20th, 2015",Mundo Novo,Natural / Dry,7.42,7.5,7.5,7.42,7.5,7.58,7.42,82.33,0.11,0,Green,10,1000.0,Media (Arabica),Origins BOU,82.33,82.12393266146248,Estándar,Estándar,Sí
Arabica,juan luis alvarado romero,Guatemala,huehuetenango,275,69 kg,Asociacion Nacional Del Café,"March 10th, 2015",Bourbon,Washed / Wet,7.5,7.42,7.17,7.83,7.5,7.5,7.42,82.33,0.1,0,Green,6,510.96672000000007,Baja (Arabica),Mill JUA,82.33,82.43030931395167,Estándar,Estándar,Sí
Arabica,afca,Malawi,Other,10,60 kg,Africa Fine Coffee Association,"November 4th, 2014",Gesha,Washed / Wet,7.33,7.58,7.42,7.58,7.33,7.5,7.58,82.33,0.12,0,Green,0,1450.0,Media (Arabica),Private Reserve AFC,82.33,82.23028353910846,Estándar,Estándar,Sí
Arabica,ipanema coffees,Brazil,south of minas,10,2 kg,Specialty Coffee Association,"October 15th, 2014",Bourbon,Natural / Dry,7.75,8.08,7.67,8.08,8.08,8.0,8.0,82.33,0.11,0,Blue-Green,0,1100.0,Media (Arabica),Private Reserve IPA,82.33,82.90162825026987,Estándar,Premium,No
Arabica,juan luis alvarado romero,Guatemala,Other,250,69 kg,Asociacion Nacional Del Café,"June 10th, 2014",Pacas,Washed / Wet,7.58,7.67,7.5,7.58,7.75,7.5,7.42,82.33,0.12,0,Green,3,464.5152000000001,Baja (Arabica),Mill JUA,82.33,82.3329583621077,Estándar,Estándar,Sí
Arabica,dane loraas,Mexico,veracruz,320,5 lbs,Specialty Coffee Association,"April 2nd, 2014",Typica,Washed / Wet,7.33,7.58,7.42,7.5,7.5,7.5,7.5,82.33,0.11,0,Green,0,1250.0,Media (Arabica),Heritage DAN,82.33,81.8797478492863,Estándar,Estándar,Sí
Arabica,the coffee source inc.,Colombia,Other,250,3 kg,Specialty Coffee Association of Costa Rica,"January 21st, 2014",Caturra,Washed / Wet,7.42,7.33,7.5,7.17,7.08,8.33,7.5,82.33,0.1,0,Green,2,1300.0,Media (Arabica),Origins THE,82.33,82.97144516316492,Estándar,Premium,No
Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,Other,10,20 kg,Blossom Valley International,"December 26th, 2013",Typica,Semi-Washed / Semi-Pulped,7.5,7.5,7.5,7.5,7.5,7.5,7.33,82.33,0.11,0,Green,0,200.0,Baja (Arabica),Select Harvest CQI,82.33,81.76764941232805,Estándar,Estándar,Sí
Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,Other,10,30 kg,Blossom Valley International,"December 26th, 2013",Typica,Washed / Wet,7.5,7.5,7.5,7.5,7.5,7.5,7.33,82.33,0.11,0,Green,0,600.0,Baja (Arabica),Select Harvest CQI,82.33,81.63285033425021,Estándar,Estándar,Sí
Arabica,juan luis alvarado romero,Guatemala,oriente,250,69 kg,Asociacion Nacional Del Café,"July 16th, 2013",Bourbon,Washed / Wet,7.5,7.42,7.58,7.5,7.5,7.58,7.25,82.33,0.12,2,Green,1,399.4830720000001,Baja (Arabica),Mill JUA,82.33,81.87651311039893,Estándar,Estándar,Sí
